,book_id,user_id,score,time
756,100,25726035,5.0,2008-05-11
757,100,85864933,2.0,2008-06-23
758,101,0,4.0,2001-04-07
759,101,78317915,4.0,2001-03-20
760,101,40187557,5.0,2001-03-14
761,101,81724011,5.0,2001-03-10
762,101,33178279,4.0,2001-03-10
763,101,33178279,4.0,2001-03-10
764,101,62293536,4.0,2001-03-08
765,101,0,2.0,2001-03-14
766,101,7450551,3.0,2004-12-16
767,101,67711856,5.0,2002-05-03
768,101,92433919,5.0,2002-02-07
769,101,55748230,3.0,2001-07-09
770,101,56304949,2.0,2001-06-30
771,101,71653335,5.0,2001-05-17
772,101,17686558,5.0,2013-02-23
773,101,65907995,5.0,2013-02-01
774,101,36792090,5.0,2012-11-24
775,101,48580490,5.0,2012-11-24
776,101,22675493,5.0,2012-10-18
777,101,72016800,4.0,2012-10-13
778,101,41177001,5.0,2012-09-21
779,101,1735630,5.0,2012-09-06
780,101,79396276,5.0,2012-09-01
781,101,50820802,5.0,2012-08-08
782,101,44400850,5.0,2012-07-10
783,101,22527221,5.0,2012-04-18
784,101,1288119,4.0,2002-01-12
785,101,61755800,5.0,2009-04-24
786,101,88319529,4.0,2001-03-15
787,101,74294018,4.0,2002-01-27
788,101,49297081,5.0,2001-03-07
789,101,16787064,5.0,2001-03-14
790,101,82177918,5.0,2001-03-21
791,101,88566641,5.0,2001-08-08
792,101,99715105,4.0,2005-08-17
793,101,16610419,4.0,2001-03-22
794,101,96254447,4.0,2001-03-17
795,101,2498475,3.0,2005-07-14
796,101,71921065,4.0,2006-03-25
797,101,70820026,2.0,2001-09-05
798,101,0,3.0,2001-05-26
799,101,48937747,5.0,2009-04-09
800,101,4136212,1.0,2004-11-11
801,101,96994393,2.0,2001-03-15
802,101,8362250,2.0,2002-09-24
803,101,18468372,4.0,2002-01-17
804,101,98345309,3.0,2001-07-08
805,101,85517888,5.0,2001-06-02
806,101,20970704,5.0,2007-08-01
807,101,94905536,3.0,2001-12-31
808,101,94652399,5.0,2007-05-24
809,101,3543016,5.0,2007-02-19
810,101,83971642,3.0,2007-01-02
811,101,20761989,5.0,2004-12-05
812,101,94905536,3.0,2001-12-31
813,101,69614887,4.0,2001-09-01
814,101,67263964,5.0,2008-06-01
815,101,6013392,2.0,2001-07-10
816,101,65665130,4.0,2001-05-23
817,101,12903587,5.0,2001-04-27
818,101,51422920,5.0,2001-04-06
819,101,36253582,5.0,2001-09-05
820,101,79526893,5.0,2001-04-01
821,101,88366738,4.0,2009-07-16
822,101,0,5.0,2003-01-19
823,101,18972416,5.0,2001-06-01
824,101,0,4.0,2001-05-03
825,101,29879771,3.0,2001-03-22
826,101,40187557,5.0,2001-03-13
827,101,3492292,5.0,2001-03-30
828,101,0,4.0,2001-03-14
829,101,32770193,4.0,2005-07-22
830,101,61461826,2.0,2008-10-16
831,101,15344552,5.0,2006-03-06
832,101,94368151,5.0,2001-03-07
833,101,54171209,1.0,2009-03-20
834,101,32676536,5.0,2012-04-13
835,101,15371317,5.0,2012-03-08
836,101,5954923,5.0,2011-10-08
837,101,51218122,5.0,2011-02-14
838,101,56421963,5.0,2009-06-07
839,101,31904246,5.0,2009-05-08
840,101,90358079,5.0,2007-08-05
841,101,55971888,5.0,2003-02-20
842,101,86012912,5.0,2001-03-26
843,101,61154107,5.0,2001-04-14
844,101,33370519,5.0,2004-04-28
845,101,15742699,5.0,2003-02-19
846,101,58239903,3.0,2001-04-23
847,101,31179758,2.0,2001-03-06
848,101,62495327,3.0,2001-10-22
849,101,30773489,3.0,2001-03-12
850,101,69343851,2.0,2001-10-16
851,102,41244976,5.0,2012-07-28
852,103,96218659,3.0,2000-02-07
853,106,49556331,4.0,2010-12-27
854,104,95847531,5.0,1999-11-08
855,104,11287084,5.0,2011-07-14
856,104,58507651,5.0,2008-08-27
857,105,1381253,4.0,2008-07-07
858,105,4100882,4.0,2005-11-23
859,105,95531245,5.0,2009-09-12
860,106,61408090,5.0,2010-09-23
861,106,37071295,3.0,2010-06-26
862,106,17756464,5.0,2010-06-07
863,106,19154278,3.0,2010-05-14
864,106,51115082,3.0,2000-11-10
865,106,45702885,5.0,2009-12-13
866,106,19705843,4.0,2009-08-31
867,106,48990246,5.0,2009-06-07
868,106,89520747,4.0,2009-02-25
869,106,0,4.0,1997-07-16
870,106,19912957,5.0,2009-02-17
871,106,0,5.0,2003-05-03
872,106,63662884,4.0,2002-08-30
873,106,46192320,3.0,2001-06-24
874,106,11154365,4.0,2000-03-31
875,106,0,5.0,1999-07-17
876,106,22467649,3.0,1999-02-13
877,106,48002235,3.0,2002-12-16
878,106,86012912,5.0,2005-12-05
879,106,92505048,4.0,2005-08-12
880,106,0,4.0,1997-05-13
881,106,0,5.0,1997-04-26
882,106,0,5.0,1997-03-15
883,106,0,5.0,1996-12-18
884,106,17017963,1.0,2000-05-30
885,106,51548677,4.0,2005-04-29
886,106,41189811,4.0,2004-04-19
887,106,84128894,4.0,2004-04-19
888,106,0,4.0,1997-07-15
889,106,6309530,4.0,2004-01-06
890,106,0,5.0,2003-12-04
891,106,60123224,5.0,2012-09-23
892,106,14036410,4.0,2012-09-21
893,106,26527778,4.0,2012-09-17
894,106,10249474,4.0,2012-09-06
895,106,80093141,5.0,2012-08-17
896,106,95403897,5.0,2012-03-17
897,106,87725580,4.0,2012-03-02
898,106,91831928,3.0,2011-05-25
899,106,5530210,4.0,2011-03-30
900,106,24462691,1.0,2011-02-27
901,106,62866325,3.0,2005-02-23
902,106,46204681,4.0,2004-03-09
903,106,20016154,4.0,2007-05-28
904,106,36191407,4.0,2003-10-15
905,106,40829434,4.0,2008-03-16
906,106,22803044,4.0,2000-01-24
907,106,62561437,2.0,2009-02-27
908,106,9531036,3.0,2008-09-14
909,106,61737384,3.0,2008-01-06
910,106,91941618,5.0,2003-09-04
911,106,0,5.0,1998-04-23
912,106,9011020,5.0,1998-03-31
913,106,62327560,5.0,1998-03-21
914,106,0,5.0,1998-01-30
915,106,0,4.0,1997-12-06
916,106,70555068,4.0,1997-08-21
917,106,0,5.0,1997-08-08
918,106,0,4.0,1997-07-30
919,106,0,5.0,1997-07-08
920,106,58980563,2.0,2000-07-30
921,106,0,5.0,1999-10-05
922,106,0,5.0,1999-07-17
923,106,11482440,4.0,2013-02-18
924,106,76145590,4.0,2013-02-11
925,106,13195166,5.0,2013-02-06
926,106,95191099,5.0,2013-01-22
927,106,35225053,4.0,2013-01-20
928,106,24605828,5.0,2013-01-17
929,106,6144384,5.0,2001-11-03
930,106,6265134,5.0,2001-04-13
931,106,0,5.0,1999-06-16
932,106,23797602,1.0,2005-11-23
933,106,66545205,4.0,2004-03-29
934,106,36720721,1.0,2009-09-04
935,106,68905406,4.0,2005-12-01
936,106,77897024,4.0,2005-03-27
937,106,0,3.0,2001-06-07
938,106,54396255,5.0,2005-08-22
939,106,82055844,3.0,2008-12-24
940,106,82447521,3.0,2008-12-13
941,106,5823941,3.0,2008-11-10
942,106,94213419,5.0,2008-08-18
943,106,36142123,5.0,2008-01-11
944,106,26764594,4.0,2007-12-31
945,106,93906598,4.0,2004-01-27
946,106,75284875,4.0,2000-07-26
947,106,0,3.0,1999-07-19
948,106,0,5.0,1999-06-11
949,106,0,4.0,1999-06-02
950,106,0,5.0,1999-04-28
951,106,0,5.0,1999-01-15
952,106,49774939,4.0,2000-03-18
953,106,0,5.0,1998-12-06
954,106,60934133,5.0,1998-08-13
955,106,0,5.0,1998-07-30
956,106,25268865,5.0,1998-06-23
957,107,97208596,5.0,2006-06-01
958,106,83181568,5.0,1998-06-13
959,106,0,5.0,1998-05-21
960,106,0,5.0,1998-05-03
961,106,90476529,5.0,2012-12-31
962,107,58261374,3.0,2012-09-19
963,106,87472854,5.0,2012-12-22
964,106,30386615,4.0,2012-12-21
965,106,89561617,5.0,2012-12-07
966,106,43128146,4.0,2012-12-03
967,111,62794006,4.0,2006-01-15
968,106,87182659,5.0,2012-11-12
969,106,9411669,4.0,2012-10-30
970,106,46447011,5.0,2012-10-23
971,106,98238076,5.0,2012-10-15
972,111,9212612,5.0,2010-07-03
973,106,13360666,5.0,2012-10-05
974,106,43988918,3.0,2000-09-17
975,106,70367321,2.0,2001-11-02
976,106,84205776,5.0,2000-04-02
977,106,77312162,3.0,2005-05-03
978,106,41787662,3.0,2000-07-26
979,106,69219706,2.0,2007-04-15
980,106,84666578,5.0,2003-01-03
981,106,0,2.0,1999-02-12
982,106,9161821,4.0,2001-08-17
983,106,0,4.0,2001-07-06
984,106,31285149,5.0,2005-10-27
985,106,29808428,5.0,2002-01-24
986,106,94669560,4.0,2002-09-01
987,107,67736976,5.0,2007-07-11
988,108,36448380,4.0,2000-05-26
989,109,37158607,2.0,2000-10-01
990,109,0,4.0,2000-04-22
991,110,45687005,5.0,2002-06-06
992,110,69188438,5.0,1999-12-02
993,110,69188438,5.0,1999-12-02
994,111,900792,5.0,2009-10-09
995,111,41653961,5.0,2009-09-24
996,111,64986732,5.0,2009-05-11
997,111,89522112,4.0,2008-09-15
998,111,55381396,5.0,2008-08-26
999,111,46248052,5.0,2008-06-27
